agency_name_web_scraped_list,placeId,placeId_1,placeId_2,placeId_3,placeId_4,placeId_5,placeId_6,placeId_7,placeId_8,placeId_9,placeId_10,placeId_11,placeId_12,placeId_13,placeId_14,placeId_15,placeId_16,placeId_17,placeId_18,placeId_19,placeId_20
Veteran's Administration,ChIJPfXLi_jQyIARgyVZCEO6KMg,ChIJPfXLi_jQyIARgyVZCEO6KMg,ChIJxa6eBEdjbIcRZ0L1KOhPZ3Y,ChIJaS-Ewoy_QIYRgBwB3H4pVes,ChIJlXZcdDd6_ogRhaiop_CT65g,ChIJdSVlKB8XsocRClLdVyItoUg,ChIJgdlYKhJV2YARMRODHg6ksns,ChIJ_X3b0ty3t4kR_Es3u-dqrnc,ChIJl5A_aIYq2YgRBC1WjaKv1P0,ChIJlxLklI0SK4cRO-AtVOaI0vk,ChIJizFfQw2awogR3s2QL7RUxjw,ChIJHX9Bqf-WuokRl0Z1CtupxFU,ChIJeWpnDY0aBYgRc8YMkahTUMA,ChIJNTwcLVgGZIgRwStXUaf5gh4,ChIJKZG7XSzlwIcRw6bGs4DH39U,ChIJNReyZ_USK4cRXxOtb5YrAtM,ChIJQ1USw723t4kRs766TATGUQ8,ChIJTcAX8sEbiYgR3qTf7RsRCNQ,ChIJyV8nNQ4KlVQROM0V-OlNoFo,ChIJ_8d3Nk0KIocR63Yf4v45iR4,ChIJVb7inWG7woARpX27zFwpPRw
Veteran's Admin. Medical Center,ChIJd1xuEgfIt4kRbNCiupRljTM,ChIJd1xuEgfIt4kRbNCiupRljTM,ChIJs0BpjgDIt4kR6KkPqXT41I4,ChIJ1SGWrgDIt4kRZYDWlqXetyg,ChIJ-bbcrADIt4kRE5eZfKutUvI,ChIJswC9YPQRsYkR06CfFk-LWrM,ChIJ8ZK7RqcEyIkRDk0BX-sqbgE,ChIJd1xuEgfIt4kRTSel9mvvnxU,ChIJQ1USw723t4kRs766TATGUQ8,ChIJx8ntqADIt4kRMfbt7GjGTu4,ChIJd1xuEgfIt4kR8Vnd6_OyJQA,ChIJB0XlVxe6t4kRHdeY_HZBnW0,ChIJExim-f3Ht4kR53ZfAELH_GE,ChIJnfeMAP7Ht4kRN0nHJxhtGEQ,ChIJeQG_p6QbxYkRE6X2l-i465g,ChIJ50BYWmu8t4kRezaiikWCVCg,ChIJGYIT3fD9xokRxrHmZONuYm8,ChIJqaqqRl_GxokRaAoUg2UlI2M,ChIJ__9PBjIDxokRdJgBFF9s-Pw,ChIJ-zCjH0T_yYkR7M0Wx-smYRk,ChIJh6tFiIvHt4kRzrYGbIp6NkQ
Veteran Administration - Wenatchee,ChIJhVU49AvLm1QRNAEX-cWijRs,ChIJhVU49AvLm1QRNAEX-cWijRs,ChIJk57XRI7Nm1QRDRMXJ0cWs3w,ChIJI8fdPgDNm1QRkL8CYCPD3Tk,ChIJrRNFfGnNm1QRBjy6wMBYxzQ,,,,,,,,,,,,,,,,
Verity,ChIJx0r7_1IRkFQRVAMhvlXbmDI,ChIJx0r7_1IRkFQRVAMhvlXbmDI,ChIJmV9zg4k4hIARsaoJhpmdSkM,ChIJvw-Xh7qfuokR1xBRtUgpsYk,ChIJj9uOwstnXIYRLM968lo5-tY,ChIJhx2xAxq2D4gRZW8JdAcvKW0,ChIJ7Vmtbenj2ogRYlvYfZ7D6bA,ChIJO2HfiVOEhYARmf25rY4ua38,ChIJewWXVpAdMYgRZ8jWrijwB18,ChIJU7a73vzDQIYRqFZCNYUQcz0,ChIJ8ZPCdeMKlVQRMyq91UevoRU,ChIJB3oi-3gSkFQRz370R2HXBdk,ChIJf8Cg4iY7wokRmdxjXAVolDc,ChIJDYA9GVakJoYRVq1mN6HSuTQ,ChIJf2AyujBItokRHPTkQWgYS7c,ChIJz-PNnX5RrlQRX-wMKOUYBcU,ChIJx3rrbOpuYogRtKg4ezhD6Pg,ChIJVb1xifYpw4ARpy3Iyxx9UAc,ChIJ_yk5dYAL3IARxnBnWOSLC9A,ChIJS-2PrWVvAHwRnNAoIsbP-Zs,
Verde Valley Medical Center,ChIJhS8g0O0PLYcRZPAGQEqH9qs,ChIJhS8g0O0PLYcRZPAGQEqH9qs,ChIJtQP_1u0PLYcRXXtVBQbO2Xg,ChIJl9f8Ge8PLYcR8IXDQR7Oh58,,,,,,,,,,,,,,,,,
Ventura County Neurosurgical Associates,ChIJX9GKRz-t6YARBZwNXLDmj0g,ChIJX9GKRz-t6YARBZwNXLDmj0g,ChIJ74xOwkCt6YARvQEcltWb5Xs,ChIJX9GKRz-t6YARmbrYYNONDcU,ChIJIVRZrYAx6IARkIHn3_fZk-w,ChIJU6FQKhmt6YARv9KjymylLxc,ChIJX9GKRz-t6YARnDmgGHcmuEk,ChIJz0EDOD-t6YARbk0TE4sLAoA,ChIJdx3zOBFM6IAR49vsiDqw3fw,ChIJ6anX4-0U6YAR20FCNsXHi4Y,ChIJuaQ4GB6HwoARqCi-PjpEX1M,ChIJsxI-JP9N6IARxmJkULJTU2A,ChIJN17cxECt6YARYsjxZtIy17s,ChIJnXxBS-zo3IARU9kZj1TNhSk,ChIJ2dSXAuwz3YARpWtTMTxUtfk,ChIJ6U0nCe0U6YAR3ORLxhquBf4,ChIJowi7Xk25woARmfsxS3MF_ws,ChIJfVCfEqXHwoAR2hZZCG-S3u0,ChIJneopRUGt6YARvPJfHstlzfc,,
Veltkamp Neuropsychology,ChIJbxdSb6ajhVQRl2PEn0LnCEE,ChIJbxdSb6ajhVQRl2PEn0LnCEE,ChIJKYwap6CkhVQR765X71m4AWg,ChIJbxdSb6ajhVQROmVfgro6jHU,,,,,,,,,,,,,,,,,
Vegas Muscle Therapy,ChIJVVXl2zzAyIARgZM-zvDidPM,ChIJVVXl2zzAyIARgZM-zvDidPM,,,,,,,,,,,,,,,,,,,
Vasona Creek Healthcare Center,ChIJWQa5TsM1joARCb7S172m9Uo,ChIJWQa5TsM1joARCb7S172m9Uo,,,,,,,,,,,,,,,,,,,
Vascular Malformation Center,ChIJyd6eR4GAbIcRtzTvfTjQj4o,ChIJyd6eR4GAbIcRtzTvfTjQj4o,ChIJgQUvPIx544kRZiqKH6qqAOY,ChIJnyHp2NKkj4ARbyg4r5zFOto,ChIJu6qbgvfzNIgR3qWi-K8ZpIE,ChIJFYU0WXBnZIgR9L2yV_2yEcA,ChIJi7lnSYGAbIcRdH-ZFyBIeo0,,,,,,,,,,,,,,
Vascular Institute of the Rockies,ChIJJ4FbnzZ5bIcRdh3L_3hQ_Ik,ChIJJ4FbnzZ5bIcRdh3L_3hQ_Ik,ChIJDW17HJ0dR4cRC7ehCQ8dwYw,ChIJlakB9JqHa4cRM2LvpkJv8Mk,ChIJgZq_szZ5bIcRsxWGCJlzZk4,,,,,,,,,,,,,,,,
Vanderbilt Pituitary Center,ChIJySe6jZhmZIgRDVfnoFIlFA4,ChIJySe6jZhmZIgRDVfnoFIlFA4,,,,,,,,,,,,,,,,,,,
Vandenberg AFB 30th Medical Group,ChIJ88xi_HQ97IARY6Afcl5dg64,ChIJ88xi_HQ97IARY6Afcl5dg64,,,,,,,,,,,,,,,,,,,
Vancouver Housing Authority,ChIJx7GDoDSvlVQRRtTgQ0oYCeI,ChIJx7GDoDSvlVQRRtTgQ0oYCeI,ChIJHzljuJGllVQRVEMNv1s3vCs,,,,,,,,,,,,,,,,,,
Vancouver Family Health Centre,ChIJ5c7oeIVzhlQR5rNDxH_B3ZQ,ChIJ5c7oeIVzhlQR5rNDxH_B3ZQ,ChIJh_EJANJ9C0ERb_oOUm5loKs,,,,,,,,,,,,,,,,,,
Vancouver Clinic,ChIJVVWFC56llVQRL9rG6Orscs4,ChIJVVWFC56llVQRL9rG6Orscs4,ChIJhaBx_ii7lVQRDzrcODI7R8s,ChIJXyDKZfGtlVQRj0i6McJph-8,ChIJN6vzvIG0lVQRUOUSpJqLtzE,ChIJSdyTnU-vlVQR6X-DiIywF2U,ChIJJ1MJeRhNlFQRvGOaUisCe8E,ChIJSwl6ni-jlVQRVNNvKZ0No1A,ChIJqwukCZ6llVQRzkQ3qBINTnQ,ChIJAesCkQ2hlVQRuYnUYozLTIo,ChIJWzvacLO6lVQRzgHKRIk65l0,ChIJhaBx_ii7lVQRoiNm9EvYGMQ,ChIJSeDrqz9xhlQRn--Lw25AFhw,ChIJkUv19kmllVQRj4PCjAhkDiU,ChIJnYHaV5eplVQR2pluDSDcYDw,ChIJw1FfnPZ0hlQRSZL8x1guh-k,ChIJ3SogvSOtlVQRmde8aP_DLeU,ChIJixP5fOpzhlQRdccy-jSKNvQ,ChIJP8EHloGtlVQRD74QWrlqJAo,ChIJQTS-CZ6llVQRljyV3ubzFmc,ChIJOdNh6xN0hlQRPScBwG2MILA
van,ChIJhZyY5FLOwoAR2jzEBziuOV0,ChIJhZyY5FLOwoAR2jzEBziuOV0,ChIJQV9qeS_FwoARpm4rS5STbPs,ChIJGQX_5gHW3IAR87eGqtPubzU,ChIJbR0Uv_7Z3IARJzShNU9DdYA,ChIJs3qlRFSv3IARweSd4EhR--4,ChIJK72N5ZJA24AR4asoTl28XPw,ChIJbyg4-76fToYRBie4Eo46Rbk,ChIJdXOVTmnBQIYRWGbrQmuvHCI,ChIJfbLw8zFNa4gRb3vFjTBuLxc,ChIJrYGHyU5QkIARYk7b65lIZMo,ChIJD9HC-oy7woARd4rYZ_BsFC4,ChIJJcKRpuBKW4YRrqpaVHdz9W4,ChIJiSjGUEUtDogRa9IFQuorgvU,ChIJFSxhTwBZ2YARMpvesDZxdZ4,ChIJA0lE4VkPK4cRrIRNI3TBRig,ChIJSaujyQj1UocRl8A4YcxsuwA,ChIJkaHgVogrTIYRQNul8ME5RN0,ChIJlfvXrGzAkIgRFkvZHr1Ko4w,ChIJfQbc4HLFJIgRtCfzgQ5fU3M,ChIJs4sQtS5L3YAR8GBLaMtT7UE
VAMC,,,,,,,,,,,,,,,,,,,,,
Valleywise Health,ChIJcVOk3eANK4cRPvnqk3X15Hs,ChIJcVOk3eANK4cRPvnqk3X15Hs,ChIJLaZXLucNK4cRisElkamgeck,ChIJI8tQSXttK4cRK0zV4dc619E,ChIJ_6v4rc04K4cRqkFF1UK_czQ,ChIJTeFJa9unK4cR3E7jooc5YYM,ChIJWZBO-LQRK4cR3qZfFlRDT9c,ChIJ5XK8KkCqK4cRIakb2DGYGuc,ChIJ17Aj9UBrK4cRTxkAjfcaR1M,ChIJvR0vN6MRK4cRli7-k9qROmE,ChIJi2pZK4WnK4cROvqmEG_J244,ChIJr5gt48gUK4cRO8l4Cz7LSIU,ChIJlx_uAw0SK4cRPzD73O_X5BY,ChIJ24DqgQAVK4cRbqxTLT_dG0Y,ChIJhREaUYIVK4cRfbHLsvrfxJQ,ChIJo1X8CzQNK4cRxiRvaVWpAus,ChIJj-MN0eANK4cR2wDdmz_dgbw,ChIJz1Q9oeYFK4cR6bcIpD08JFY,ChIJeRLAHckUK4cRh3XkCA2h6qQ,ChIJ4-KmDx0PK4cRkzhUn4Rxdm4,ChIJM3wNhR4NK4cRvDy13SgmLvQ
ValleyCare Physicians Associates,ChIJW_7nPZbnj4ARK70v6n_ET_A,ChIJW_7nPZbnj4ARK70v6n_ET_A,ChIJqXV_Ppbnj4ARSi1T8bpNISw,ChIJqXV_Ppbnj4ARyKG49VIDWvw,ChIJPd3Udpbnj4ARvaogayT8698,ChIJqXV_Ppbnj4ARP6GJSVkHgRo,,,,,,,,,,,,,,,
Valley Young Peoples Clinic,ChIJ3b5-myvcYVMRNSXIaM5wams,ChIJ3b5-myvcYVMRNSXIaM5wams,ChIJD3ZNNwwgnlQRStIKPq6iOHQ,,,,,,,,,,,,,,,,,,
Valley Women's Health,ChIJYzaZh9VEyoAR_4RIdQVDNDQ,ChIJYzaZh9VEyoAR_4RIdQVDNDQ,ChIJ45EJnweaTYcRnqELxDslIDs,ChIJb3_IslOBTYcRVwg-Kf_Xnq4,ChIJX8aBqrEJQYcR6Pa5ep5Xqh4,ChIJFRJPsTXn5okRQg3qhv7_NtM,ChIJ55ThqOh9VIcRrDrrc_dP2vM,ChIJnRHcLM2FTYcRiJkHTViXDZY,ChIJ26gzUld-TYcRnwpDo_B-xUA,ChIJRT4Lcyp_TYcR5aL0VDTREos,ChIJhxnx_CeFTYcR_Azkbixw8zk,ChIJpZpuKHBYkFQRlcDa9BMzaho,ChIJa7TnJaFfkFQRDNKlpGoRgZE,ChIJiwEK15C9TYcRH2i-Hjke9sg,ChIJi34jRAVdkFQR0d7C7GMvgqw,ChIJi34jRAVdkFQRBSDqCqiHif0,ChIJb3_IslOBTYcRgs0CGOx7NTs,ChIJB1wkvVOP4TgRvUXo_AQnf30,ChIJi1FUR4zeYVMRbRr7dnLIkwA,ChIJfRKTAQkKZYYRBsUnxcrJbeU,ChIJOUrUflIdNYgR_dfNxJYDuyQ
Valley Wide Medical,ChIJXeOUzRx7FocR_yWgL7eBXPc,ChIJXeOUzRx7FocR_yWgL7eBXPc,,,,,,,,,,,,,,,,,,,
Valley Wide Health Services,ChIJXeOUzRx7FocR_yWgL7eBXPc,ChIJXeOUzRx7FocR_yWgL7eBXPc,,,,,,,,,,,,,,,,,,,
Valley View Pediatrics,ChIJ5wOwmbEJQYcRiNyWbbHWnGE,ChIJ5wOwmbEJQYcRiNyWbbHWnGE,,,,,,,,,,,,,,,,,,,
Valley Vascular Associates,ChIJPXsWCfGZwoARM-HKgIOGAx8,ChIJPXsWCfGZwoARM-HKgIOGAx8,ChIJX4I8jOyHwoARhZOmONDks74,,,,,,,,,,,,,,,,,,
Valley Urogynecology Associates,ChIJefi6WPYSK4cRR9ztmwIDmwU,ChIJefi6WPYSK4cRR9ztmwIDmwU,,,,,,,,,,,,,,,,,,,
Valley Spinal Care,ChIJY2l4KVdxK4cR-M3w4Gk3MBg,ChIJY2l4KVdxK4cR-M3w4Gk3MBg,,,,,,,,,,,,,,,,,,,
Valley Radiation Therapy Center,ChIJXZ8ZYwzhyFYRwryF29X6PlY,ChIJXZ8ZYwzhyFYRwryF29X6PlY,,,,,,,,,,,,,,,,,,,
Valley Oasis,ChIJ873Gm--ymlQROf8fIpOdX-o,ChIJ873Gm--ymlQROf8fIpOdX-o,,,,,,,,,,,,,,,,,,,
Valley Native Primary Care,ChIJWSfyPdTAyFYRUGHgTTUoyNw,ChIJWSfyPdTAyFYRUGHgTTUoyNw,ChIJb43FJxzeyFYRsCfgVEW6E0E,,,,,,,,,,,,,,,,,,
Valley Medical Clinic,ChIJbyEHOvnJQIYR-ywvSP_B15g,ChIJbyEHOvnJQIYR-ywvSP_B15g,ChIJ9xlKHklb54YRC_8eZxkuf6w,ChIJS0GMPcumZYYRBrVdDqO1ohg,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJ5eIHrhpdkFQRVxh0d_UW8RA,ChIJ_8jedOrMj4ARAm1h7uoQY3k,ChIJpYPf3QPNj4ARZm0CazmXyKQ,ChIJv6UbxIQCw4kRO0TIVsAO88A,ChIJz8ogG_xfkFQR97_qsoFM0KY,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJMZpnY7pekFQR3KHf5JWKMtM,ChIJLaNP4gfgAFQRjcZjL53xNvA,ChIJl4QRAJXjkYARtQfYZqyAOWo,ChIJA15mCqBfkFQRDnSoGeKeXFI,ChIJ532H-nxnkFQRBeYgzYiazjM,ChIJzVaCTh5gkFQRH1fJzxnen6g,ChIJjR0AL2XmwokRZSa3Kd8MnPc,ChIJCwgN2aBfkFQRl0I2mnZzTBo,ChIJVaY5gNbIj4ARVgLFBI0n-i4,ChIJkToWfIuWwoARoq_FxCjvhAk
Valley Medical Center CA,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJVVWhsHG2j4ARRNMXIC75do0,ChIJsQMIpjHLj4ARe8jS2y3wczc,ChIJpYPf3QPNj4ARZm0CazmXyKQ,ChIJ_8jedOrMj4ARAm1h7uoQY3k,ChIJs2s2cTHLj4ARhWuPsD7Fo4k,ChIJIY_5TD2XwoARdS_5zoC-kqc,ChIJTdbhXjDLj4ARSxChNx0Ou2o,ChIJl4QRAJXjkYARtQfYZqyAOWo,ChIJVaY5gNbIj4ARVgLFBI0n-i4,ChIJUVXSderMj4ARpN2D5ZcZMp4,ChIJuWFpVupo24ARxCqvRD2e8W4,ChIJAQDAfuQyjoARTmBktF4lce4,ChIJ5eww7pwe7IARj9bLBMfVp1E,ChIJLa8InN5t7IARuNsF8fOCZB8,ChIJ_8jedOrMj4ARD4nV-sZNEq0,ChIJZY27idhawoARnzTBG5a0bvw,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJ77OSG-hu24ARLvaf3GJL4CQ,ChIJmT_dUhqWwoARxLnTwHjccfI
Valley Medical Center,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJk0t0zOrDyIAReIu_Qajzqco,ChIJxe4ra1m1oVQRl-SJ5FlI6n8,ChIJpYPf3QPNj4ARZm0CazmXyKQ,ChIJ78g-tkG0r1QRzDXUuYZQk60,ChIJ_8jedOrMj4ARAm1h7uoQY3k,ChIJr1DXctCWb4YRLCnUyOF0MZg,ChIJv6UbxIQCw4kRO0TIVsAO88A,ChIJA15mCqBfkFQRDnSoGeKeXFI,ChIJVVWhsHG2j4ARRNMXIC75do0,ChIJUVXSderMj4ARpN2D5ZcZMp4,ChIJVaY5gNbIj4ARVgLFBI0n-i4,ChIJIY_5TD2XwoARdS_5zoC-kqc,ChIJPxY4PjVPlVQRwAjgv8xVUyQ,ChIJl4QRAJXjkYARtQfYZqyAOWo,ChIJs2s2cTHLj4ARhWuPsD7Fo4k,ChIJG9I8clm1oVQRPjf9ovcM29s,ChIJbZwZASI_zoARkznZz0bdTEg,ChIJp7OYndN1P4gRW-QQjE2_BVo
Valley Medical Care,ChIJLaNP4gfgAFQRjcZjL53xNvA,ChIJLaNP4gfgAFQRjcZjL53xNvA,ChIJpYPf3QPNj4ARZm0CazmXyKQ,ChIJ_8jedOrMj4ARAm1h7uoQY3k,ChIJv6UbxIQCw4kRO0TIVsAO88A,ChIJn07MGYLlwokRLuxV06LtVkw,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJkToWfIuWwoARoq_FxCjvhAk,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJS0GMPcumZYYRBrVdDqO1ohg,ChIJ5ylFkdKbwoAR_f6JljyoSk0,ChIJl4QRAJXjkYARtQfYZqyAOWo,ChIJt2HLj3jkwokRLD57nuRENy8,ChIJw7Zxyj2t3IAR_TPlZYMx8T8,ChIJz8ogG_xfkFQR97_qsoFM0KY,ChIJUXvpDnBTw4ARZRAS3TbLBpY,ChIJGwSkCeEJr1QR_U8Xn2pZLzw,ChIJ5eIHrhpdkFQRVxh0d_UW8RA,ChIJSx4I_kmRwoARi5GrSJglxN4,ChIJjR0AL2XmwokRZSa3Kd8MnPc,ChIJCwgN2aBfkFQRl0I2mnZzTBo
Valley Hospital & Medical Center,ChIJk0t0zOrDyIAReIu_Qajzqco,ChIJk0t0zOrDyIAReIu_Qajzqco,ChIJMS9badNqkFQRJbf1aLrrEFw,ChIJ54JcoTHLj4ARwKWou-_AueA,ChIJg4FEfw4gnlQROB4T5Fpu1jE,ChIJ9yO5ysvXwoARXlBeLn227Uo,ChIJr1DXctCWb4YRLCnUyOF0MZg,ChIJIY_5TD2XwoARdS_5zoC-kqc,ChIJm-4M02qXwoARrlqsn00mzo4,ChIJCXRwwvXHyIARWex9IijVkow,ChIJbZwZASI_zoARkznZz0bdTEg,ChIJYcFNAmF_24ARsK9AYeXD6G4,ChIJ78g-tkG0r1QRzDXUuYZQk60,ChIJGw-KqrjkwokRJzAaqWaffII,ChIJibxIGAHHyIAREheRB-GXR0w,ChIJmQ2z2A8uw4ARvK3GjsuwSDg,ChIJIyo8GrQNK4cRo8mFTkFSEko,ChIJ89h8GeLEyIAREQcTIaOZol0,ChIJeVtIKHPutYkRq2d4nkQyMC0,ChIJCwbVzeVmw4ARB2Q2aQqaXLQ,ChIJu0fRyOrDyIARtOYGPK71V6w
Valley Healthcare Center,ChIJUXvpDnBTw4ARZRAS3TbLBpY,ChIJUXvpDnBTw4ARZRAS3TbLBpY,ChIJEzlr8PBelIARCpD4prLCQbg,ChIJUYbEQm8wUIgR_gKkqUzdqtI,,,,,,,,,,,,,,,,,
Valley Health Bishop,ChIJ6zdENYk9voAR1Q8j_sbly5A,ChIJ6zdENYk9voAR1Q8j_sbly5A,,,,,,,,,,,,,,,,,,,
Valley Family Practice Association,ChIJWaFNNwwgnlQRkWc3AnwAHtM,ChIJWaFNNwwgnlQRkWc3AnwAHtM,ChIJD_dq2-mLYogRD6w1GSbsz7c,,,,,,,,,,,,,,,,,,
Valley Family Healthcare,ChIJpZrIJa6Pr1QRBvc1qTZ4SPM,ChIJpZrIJa6Pr1QRBvc1qTZ4SPM,ChIJGwSkCeEJr1QR_U8Xn2pZLzw,ChIJo_6qMWDxr1QR3SrVUxctD0k,ChIJtWRPl5CFr1QR-veO7tt8gEU,ChIJfR0hXteUr1QRsha5q4CFx18,ChIJ2ZFWwoJ7z1QR7TvvrWaf4r8,ChIJJ27mIKWPr1QRtzhkyAXYc-k,ChIJF_A5gDq8UocRaXRpdb-OzwU,ChIJF49THT2ar1QRlarD3dZ0h94,ChIJY2diJC2XwoARJMs6omJvSqg,ChIJ5z0kRFKOr1QRqhDp0OzKCIY,ChIJq6om6pCFr1QRLX7OJp6iT0M,ChIJ5eIHrhpdkFQRVxh0d_UW8RA,ChIJpZrIJa6Pr1QRdPY6PKDC8X0,,,,,,
Valley Family Health Care,ChIJAbZR0ZgZ2jER60dp5Q-CIv4,ChIJAbZR0ZgZ2jER60dp5Q-CIv4,ChIJpZrIJa6Pr1QRBvc1qTZ4SPM,ChIJGwSkCeEJr1QR_U8Xn2pZLzw,ChIJtWRPl5CFr1QR-veO7tt8gEU,ChIJ2ZFWwoJ7z1QR7TvvrWaf4r8,ChIJV9CSg4EZ2jERyWmbqh-Fyec,ChIJe9DqLKkZ2jERaysbNeDUxIw,ChIJ9dSTUhpib4YRbpNI_FAPq-8,ChIJ54oTUJcZ2jERYwycLTPzibA,ChIJo_6qMWDxr1QR3SrVUxctD0k,ChIJfR0hXteUr1QRsha5q4CFx18,ChIJ1yiiWYEZ2jERtN2-Ff3W-Yk,ChIJ5eIHrhpdkFQRVxh0d_UW8RA,ChIJq6om6pCFr1QRLX7OJp6iT0M,ChIJgwGoTu8Z2jERGkK5pOKCODs,ChIJlTZCRdozxIkRJJla6ZtNzAw,ChIJHw_A_OEX2jERhJPceBT06U4,ChIJo_6qMWDxr1QR5V0DLo7i3EU,ChIJJ27mIKWPr1QRtzhkyAXYc-k,ChIJATlN6DliRYcRMCGEIClUhyU
"Valley Ear, Nose & Throat",ChIJeeBQRAAKZYYRAY9-H1a7mRU,ChIJeeBQRAAKZYYRAY9-H1a7mRU,ChIJge3eNLgAK4cRkxjiq-VAfLI,ChIJV-xYE6B3ZYYRjh2I4qjAblU,ChIJe_Mr4MWWb4YR7mOABtZJ5Ys,ChIJ591qvjwvlYARUQ8RomoFwwE,ChIJG8ud3yavK4cR55lCwX0J5ZE,ChIJc0WxnAsgnlQRWAAxXNTY4bQ,ChIJ6f5qgV1oK4cRhrSkiTl_BmQ,ChIJx3jrOxZ1K4cRLLzSed0r9UQ,ChIJNaWQLxaPUocRHl9zcGSgN5g,ChIJK37K7e52K4cRI-Yc2GiTuVM,ChIJpX4v7EWLUocRjCJMWt1mhx0,ChIJTfruWEyCb4YRwRirXVbTQ9o,ChIJ6bANWuw_K4cRgfUm4SS0RyQ,ChIJbaAjwlVDZIYRqX0C7Z_e23Y,ChIJlQ1u9xISK4cRberzYScUCM8,ChIJD40eHwpv1oYR5nwSGdWbvxg,ChIJ7b29T8UKK4cR3PiZ-T33nXs,ChIJOcryDWBdkFQRgw1H5LUGI1E,ChIJXxarLtLCI4gRxGIhSgjlhnI
Valley Children's Medical Group Specialty Care Center,ChIJYRdfysRplIARDzq83D3Yr8g,ChIJYRdfysRplIARDzq83D3Yr8g,ChIJ47jt12FD6oARYA6gFuC8Zm8,,,,,,,,,,,,,,,,,,
Valley Children's Hospital,ChIJYRdfysRplIARDzq83D3Yr8g,ChIJYRdfysRplIARDzq83D3Yr8g,ChIJ____NNtplIARlQSHyC5yivI,ChIJo2QBNdtplIARM0gvMFRU0cY,ChIJs88iKU_42oARIxD3Hn-7BSs,,,,,,,,,,,,,,,,
Valley Care Medical Plaza,ChIJ__8_Ppbnj4ARbuFGQfYH1bI,ChIJ__8_Ppbnj4ARbuFGQfYH1bI,ChIJGzuSqkPpj4ARKrdVPG3y9HM,ChIJiUg2epbnj4ARmCR-i1lv5hE,ChIJXUmvCp_nj4ARHdmj-lD98rQ,ChIJmYIsFEfpj4ARqfWdABXba1o,,,,,,,,,,,,,,,
Valley Cancer Institute,ChIJ_V-gtQcewVQR1LkCCw2vP2M,ChIJ_V-gtQcewVQR1LkCCw2vP2M,ChIJG_0aHQpBkIARZHerTSRXxlg,ChIJtyLeOGm6woARs1X2V6m7Et0,ChIJiUIIYz_7wokRYehkKktmc8E,ChIJ0fEJOiqXwoARxH-JhZad84c,,,,,,,,,,,,,,,
Valley and Anchorage Radiation Therapy Center,ChIJv3kSqkWWyFYRpvHkqF4X0BA,ChIJv3kSqkWWyFYRpvHkqF4X0BA,ChIJ28lXHUWWyFYRmdPSEZ1qZHs,ChIJLdyZqkWWyFYRLkL62NYrgyk,ChIJXZ8ZYwzhyFYRwryF29X6PlY,,,,,,,,,,,,,,,,
"VA, Kona CBOC",ChIJaVk09RsPVHkRLtA6QNRKoK8,ChIJaVk09RsPVHkRLtA6QNRKoK8,,,,,,,,,,,,,,,,,,,
VA West Los Angeles Medical Center,ChIJlXZ7aGO7woARyDPcf0c0GM4,ChIJlXZ7aGO7woARyDPcf0c0GM4,,,,,,,,,,,,,,,,,,,
VA Southern Nevada HCS,ChIJuUpi1Jsud0ARozc0pt68vqE,ChIJuUpi1Jsud0ARozc0pt68vqE,,,,,,,,,,,,,,,,,,,
VA Salt Lake City Health Care System,ChIJuUd0yO5fUocRSugu3_LiTew,ChIJuUd0yO5fUocRSugu3_LiTew,ChIJbwNPL-xfUocR1nN6v5cI8Sc,ChIJrSrame5fUocRcVVUrPrj-v4,ChIJhR2QP7FfUocR7aLm8GBGCSc,ChIJbQEnL-xfUocR4abaEDx511M,ChIJYUqMLOxfUocRhe9W30PU6fM,ChIJfb2uDulfUocRVbuQrF5bl14,,,,,,,,,,,,,
VA Puget Sound Health Care Center,ChIJEQjS1thBkFQR-Vphs0JrVVA,ChIJEQjS1thBkFQR-Vphs0JrVVA,ChIJdfRJOuEGkVQRU7GwzsNasPc,,,,,,,,,,,,,,,,,,
VA Palo Alto - Orthopedic Surgery,ChIJBcl2apu6j4ARoMchLKG57ts,ChIJBcl2apu6j4ARoMchLKG57ts,,,,,,,,,,,,,,,,,,,
